0.011043071746826172,1,-1,15,16279
0.022706031799316406,1,-1,15,16279
0.034262895584106445,1,-1,0,16279
0.04581785202026367,0,-1,0,16279
0.05745100975036621,0,-1,0,16279
0.06910586357116699,0,-1,0,16279
0.0812990665435791,0,-1,0,16279
0.0924980640411377,-4,1,60,16283
0.10593605041503906,-4,1,60,16283
0.11964702606201172,-4,1,60,16283
0.1330869197845459,-4,1,60,16283
0.14467906951904297,14,-1,210,16269
0.15609002113342285,14,-1,210,16269
0.17033791542053223,14,-1,210,16269
0.18318486213684082,14,-1,210,16269
0.19471096992492676,4,-1,60,16265
0.2083280086517334,4,-1,60,16265
0.22006607055664062,4,-1,60,16265
0.23214292526245117,4,-1,60,16265
0.24497604370117188,1,-1,15,16264
0.2564699649810791,1,-1,15,16264
0.2700920104980469,1,-1,15,16264
0.28140687942504883,1,-1,15,16264
0.29474806785583496,-1,1,15,16265
0.306657075881958,-1,1,15,16265
0.3185708522796631,-1,1,15,16265
0.3295860290527344,-1,1,15,16265
0.3424339294433594,0,1,0,16265
0.35585689544677734,0,1,0,16265
0.36997294425964355,0,1,0,16265
0.38275790214538574,0,1,0,16265
0.3941988945007324,4,-1,60,16261
0.4060349464416504,4,-1,60,16261
0.41735386848449707,4,-1,60,16261
0.42896604537963867,4,-1,60,16261
0.4406449794769287,-14,1,210,16275
0.4521830081939697,-14,1,210,16275
0.4646270275115967,-14,1,210,16275
0.4760420322418213,-14,1,210,16275
0.4891340732574463,-2,1,30,16277
0.5008659362792969,-2,1,30,16277
0.5120859146118164,-2,1,30,16277
0.5257408618927002,-2,1,30,16277
0.5382900238037109,5,-1,75,16272
0.5517828464508057,5,-1,75,16272
0.5646488666534424,5,-1,75,16272
0.575829029083252,5,-1,75,16272
0.589447021484375,-5,1,75,16277
0.6031880378723145,-5,1,75,16277
0.6151740550994873,-5,1,75,16277
0.6268820762634277,-5,1,75,16277
0.6390399932861328,5,-1,75,16272
0.6503610610961914,5,-1,75,16272
0.6613268852233887,5,-1,75,16272
0.6751449108123779,5,-1,75,16272
0.6879940032958984,-3,1,45,16275
0.6997740268707275,-3,1,45,16275
0.7115578651428223,-3,1,45,16275
0.7249040603637695,-3,1,45,16275
0.7365238666534424,3,-1,45,16272
0.7489750385284424,3,-1,45,16272
0.7613580226898193,3,-1,45,16272
0.775305986404419,3,-1,45,16272
0.7878830432891846,-2,1,30,16274
0.8006119728088379,-2,1,30,16274
0.8117079734802246,-2,1,30,16274
0.8236770629882812,-2,1,30,16274
0.8355460166931152,-2,1,30,16276
0.8469338417053223,-2,1,30,16276
0.8593270778656006,-2,1,30,16276
0.8715059757232666,-2,1,30,16276
0.8828978538513184,-2,1,30,16276
0.8944878578186035,0,1,0,16276
0.9076189994812012,0,1,0,16276
0.9211540222167969,0,1,0,16276
0.932391881942749,0,-1,0,16276
0.9445500373840332,1,-1,15,16275
0.9560379981994629,1,-1,15,16275
0.9674420356750488,1,-1,15,16275
0.9784228801727295,1,-1,15,16275
0.9913439750671387,-3,1,45,16278
1.004899024963379,-3,1,45,16278
1.0176010131835938,-3,1,45,16278
1.0312609672546387,-3,1,45,16278
1.0427849292755127,0,1,0,16278
1.0562288761138916,0,1,0,16278
1.0675139427185059,0,1,0,16278
1.0792129039764404,0,1,0,16278
1.0907390117645264,0,1,0,16278
1.1023249626159668,0,1,0,16278
1.1138298511505127,0,1,0,16278
1.1256840229034424,0,1,0,16278
1.1382319927215576,-3,1,45,16281
1.1499519348144531,-3,1,45,16281
1.1611969470977783,-3,1,45,16281
1.1751210689544678,-3,1,45,16281
1.1870129108428955,4,-1,60,16277
1.1995959281921387,4,-1,60,16277
1.2108628749847412,4,-1,60,16277
1.2230679988861084,4,-1,60,16277
1.2347888946533203,-3,1,45,16280
1.2461998462677002,-3,1,45,16280
1.2578020095825195,-3,1,45,16280
1.2702598571777344,-3,1,45,16280
1.2826099395751953,-3,1,45,16280
1.2938768863677979,9,-1,135,16271
1.3075659275054932,9,-1,135,16271
1.3189899921417236,9,-1,135,16271
1.3322420120239258,9,-1,135,16271
1.3447768688201904,0,-1,0,16271
1.3579988479614258,0,-1,0,16271
1.3697059154510498,0,-1,0,16271
1.3828718662261963,0,-1,0,16271
1.3944759368896484,0,-1,0,16271
1.406013011932373,0,-1,0,16271
1.4170448780059814,0,-1,0,16271
1.4284849166870117,0,-1,0,16271
1.4420719146728516,-5,1,75,16276
1.4556119441986084,-5,1,75,16276
1.4690289497375488,-5,1,75,16276
1.482651948928833,-5,1,75,16276
1.4941990375518799,-20,1,300,16296
1.5072729587554932,-20,1,300,16296
1.5203149318695068,-20,1,300,16296
1.5326869487762451,-20,1,300,16296
1.5452978610992432,-36,1,540,16332
1.5594089031219482,-36,1,540,16332
1.5703380107879639,-36,1,540,16332
1.5816378593444824,-36,1,540,16332
1.5943238735198975,-120,1,1800,16452
1.6080188751220703,-120,1,1800,16452
1.6213319301605225,-120,1,1800,16452
1.6324269771575928,-120,1,1800,16452
1.6442739963531494,-1022,1,15330,17474
1.6562519073486328,-1022,1,15330,17474
1.6673190593719482,-1022,1,15330,17474
1.678570032119751,-1022,1,15330,17474
1.690274953842163,-611,1,9165,18085
1.7033228874206543,-611,1,9165,18085
1.7166030406951904,-611,1,9165,18085
1.7293438911437988,-611,1,9165,18085
1.7411670684814453,-671,1,10065,18756
1.752784013748169,-671,1,10065,18756
1.7667319774627686,-671,1,10065,18756
1.7782249450683594,-671,1,10065,18756
1.7907068729400635,-624,1,9360,19380
1.802372932434082,-624,1,9360,19380
1.8156108856201172,-624,1,9360,19380
1.827949047088623,-624,1,9360,19380
1.839303970336914,-373,1,5595,19753
1.8507678508758545,-373,1,5595,19753
1.8619940280914307,-373,1,5595,19753
1.8756928443908691,-373,1,5595,19753
1.8891429901123047,-606,1,9090,20359
1.9020259380340576,-606,1,9090,20359
1.9151890277862549,-606,1,9090,20359
1.9269640445709229,-606,1,9090,20359
1.939682960510254,-432,1,6480,20791
1.950592041015625,-432,1,6480,20791
1.9616260528564453,-432,1,6480,20791
1.973106861114502,-432,1,6480,20791
1.984771966934204,-357,1,5355,21148
1.9963359832763672,-357,1,5355,21148
2.008647918701172,-357,1,5355,21148
2.0201709270477295,-357,1,5355,21148
2.032881021499634,-204,1,3060,21148
2.0447869300842285,-204,1,3060,21352
2.0566470623016357,-204,1,3060,21352
2.0678789615631104,-204,1,3060,21352
2.0792739391326904,-204,1,3060,21352
2.091096878051758,-139,1,2085,21491
2.103163957595825,-139,1,2085,21491
2.1163558959960938,-139,1,2085,21491
2.1283469200134277,-139,1,2085,21491
2.139976978302002,-180,1,2700,21671
2.151236057281494,-180,1,2700,21671
2.162337064743042,-180,1,2700,21671
2.1757428646087646,-180,1,2700,21671
2.187830924987793,-322,1,4830,21993
2.199267864227295,-322,1,4830,21993
2.211030960083008,-322,1,4830,21993
2.224694013595581,-322,1,4830,21993
2.2376439571380615,-304,1,4560,22297
2.2495028972625732,-304,1,4560,22297
2.2633779048919678,-304,1,4560,22297
2.2749528884887695,-304,1,4560,22297
2.2865610122680664,-277,1,4155,22574
2.300238847732544,-277,1,4155,22574
2.311275005340576,-277,1,4155,22574
2.325199842453003,-277,1,4155,22574
2.3365068435668945,-192,1,2880,22766
2.3496298789978027,-192,1,2880,22766
2.361196994781494,-192,1,2880,22766
2.3729450702667236,-192,1,2880,22766
2.385451078414917,-203,1,3045,22969
2.396411895751953,-203,1,3045,22969
2.409113883972168,-203,1,3045,22969
2.4223358631134033,-203,1,3045,22969
2.4335439205169678,-337,1,5055,23306
2.444985866546631,-337,1,5055,23306
2.4570250511169434,-337,1,5055,23306
2.469352960586548,-337,1,5055,23306
2.4829020500183105,-361,1,5415,23667
2.494720935821533,-361,1,5415,23667
2.5063769817352295,-361,1,5415,23667
2.5173959732055664,-361,1,5415,23667
2.531826972961426,-361,1,5415,23667
2.5435760021209717,-279,1,4185,23946
2.556077003479004,-279,1,4185,23946
2.5670409202575684,-279,1,4185,23946
2.5785539150238037,-279,1,4185,23946
2.589761972427368,-227,1,3405,24173
2.6010918617248535,-227,1,3405,24173
2.6123809814453125,-227,1,3405,24173
2.6248579025268555,-227,1,3405,24173
2.635802984237671,-544,1,8160,24717
2.6469528675079346,-544,1,8160,24717
2.6584179401397705,-544,1,8160,24717
2.669726848602295,-544,1,8160,24717
2.682533025741577,-367,1,5505,25084
2.695352077484131,-367,1,5505,25084
2.709441900253296,-367,1,5505,25084
2.7215960025787354,-367,1,5505,25084
2.732590913772583,-346,1,5190,25430
2.744807004928589,-346,1,5190,25430
2.7572150230407715,-346,1,5190,25430
2.7684860229492188,-346,1,5190,25430
2.780458927154541,-346,1,5190,25430
2.792546033859253,-413,1,6195,25843
2.806041955947876,-413,1,6195,25843
2.8194940090179443,-413,1,6195,25843
2.8327338695526123,-763,1,11445,26606
2.8450920581817627,-763,1,11445,26606
2.859153985977173,-763,1,11445,26606
2.871196985244751,-763,1,11445,26606
2.884047031402588,-521,1,7815,27127
2.895272970199585,-521,1,7815,27127
2.908115863800049,-521,1,7815,27127
2.9201650619506836,-521,1,7815,27127
2.9320449829101562,-735,1,11025,27862
2.9444680213928223,-735,1,11025,27862
2.9570159912109375,-735,1,11025,27862
2.968641996383667,-735,1,11025,27862
2.9796080589294434,-735,1,11025,27862
2.9923908710479736,-536,1,8040,28398
3.006448984146118,-536,1,8040,28398
3.0180249214172363,-536,1,8040,28398
3.031904935836792,-536,1,6705,28398
3.0438549518585205,-447,1,6705,28845
3.0575389862060547,-447,1,6705,28845
3.0695650577545166,-447,1,6705,28845
3.082422971725464,-390,1,5850,29235
3.093806028366089,-390,1,5850,29235
3.108001947402954,-390,1,5850,29235
3.121034860610962,-390,1,5850,29235
3.134121894836426,-221,1,3315,29456
3.1454899311065674,-221,1,3315,29456
3.1576108932495117,-221,1,3315,29456
3.1689460277557373,-221,1,3315,29456
3.1806440353393555,-221,1,3315,29456
3.1923530101776123,-187,1,2805,29643
3.2058379650115967,-187,1,2805,29643
3.217639923095703,-187,1,2805,29643
3.2286648750305176,-187,1,2805,29643
3.241919994354248,-223,1,3345,29866
3.253005027770996,-223,1,3345,29866
3.2663538455963135,-223,1,3345,29866
3.2781429290771484,-223,1,3345,29866
3.2910189628601074,-209,1,3135,30075
3.304764986038208,-209,1,3135,30075
3.316941022872925,-209,1,3135,30075
3.328523874282837,-209,1,3135,30075
3.3416309356689453,-173,1,2595,30248
3.354996919631958,-173,1,2595,30248
3.3663270473480225,-173,1,2595,30248
3.377959966659546,-173,1,2595,30248
3.3898069858551025,-203,1,3045,30451
3.4012608528137207,-203,1,3045,30451
3.4127938747406006,-203,1,3045,30451
3.424625873565674,-203,1,3045,30451
3.436249017715454,-221,1,3315,30672
3.4476048946380615,-221,1,3315,30672
3.4593448638916016,-221,1,3315,30672
3.4710800647735596,-221,1,3315,30672
3.482569932937622,-327,1,4905,30999
3.494464874267578,-327,1,4905,30999
3.5083298683166504,-327,1,4905,30999
3.5218708515167236,-327,1,4905,30999
3.5333900451660156,-282,1,4230,31281
3.544895887374878,-282,1,4230,31281
3.558687925338745,-282,1,4230,31281
3.5717718601226807,-282,1,4230,31281
3.585160970687866,-423,1,6345,31704
3.5987179279327393,-423,1,6345,31704
3.612726926803589,-423,1,6345,31704
3.626924991607666,-423,1,6345,31704
3.638345956802368,-454,1,6810,32158
3.6495089530944824,-454,1,6810,32158
3.6616690158843994,-454,1,6810,32158
3.674116849899292,-454,1,6810,32158
3.6870028972625732,-306,1,4590,32464
3.699755907058716,-306,1,4590,32464
3.7113850116729736,-306,1,4590,32464
3.7249679565429688,-306,1,4590,32464
3.7381160259246826,-407,1,6105,32871
3.7496259212493896,-407,1,6105,32871
3.7612369060516357,-407,1,6105,32871
3.775136947631836,-407,1,6105,32871
3.7861030101776123,-577,1,8655,33448
3.799591064453125,-577,1,8655,33448
3.8119330406188965,-577,1,8655,33448
3.824383020401001,-577,1,8655,33448
3.8352789878845215,-492,1,7380,33940
3.8463850021362305,-492,1,7380,33940
3.858891010284424,-492,1,7380,33940
3.8712098598480225,-492,1,7380,33940
3.882251024246216,-474,1,7110,34414
3.8949718475341797,-474,1,7110,34414
3.9087319374084473,-474,1,7110,34414
3.9217140674591064,-474,1,7110,34414
3.9328150749206543,-593,1,8895,35007
3.946882963180542,-593,1,8895,35007
3.9585988521575928,-593,1,8895,35007
3.9700539112091064,-593,1,8895,35007
3.9817068576812744,-296,1,4440,35303
3.993422031402588,-296,1,4440,35303
4.004914999008179,-296,1,4440,35303
4.017032861709595,-296,1,4440,35303
4.029224872589111,-296,1,4440,35303
4.042527914047241,-666,1,9990,35969
4.056097030639648,-666,1,9990,35969
4.067301034927368,-666,1,9990,35969
4.078798055648804,-666,1,9990,35969
4.091301918029785,-995,1,14925,36964
4.104308843612671,-995,1,14925,36964
4.115973949432373,-995,1,14925,36964
4.127656936645508,-995,1,14925,36964
4.141324996948242,-340,1,5100,37304
4.154058933258057,-340,1,5100,37304
4.167541027069092,-340,1,5100,37304
4.17908787727356,-340,1,5100,37304
4.190656900405884,-403,1,6045,37707
4.202270984649658,-403,1,6045,37707
4.213907957077026,-403,1,6045,37707
4.225739002227783,-403,1,6045,37707
4.237365007400513,-643,1,9645,38350
4.250419855117798,-643,1,9645,38350
4.261977910995483,-643,1,9645,38350
4.276023864746094,-643,1,9645,38350
4.28777003288269,-316,1,4740,38666
4.2997448444366455,-316,1,4740,38666
4.3115808963775635,-316,1,4740,38666
4.32539701461792,-316,1,4740,38666
4.3375489711761475,-216,1,3240,38882
4.3503098487854,-216,1,3240,38882
4.361945867538452,-216,1,3240,38882
4.375570058822632,-216,1,3240,38882
4.3880250453948975,-624,1,9360,39506
4.399714946746826,-624,1,9360,39506
4.411586046218872,-624,1,9360,39506
4.423110008239746,-624,1,9360,39506
4.434457063674927,-412,1,6180,39918
4.446110963821411,-412,1,6180,39918
4.457682847976685,-412,1,6180,39918
4.469291925430298,-412,1,6180,39918
4.480978012084961,-169,1,2535,39918
4.492658853530884,-169,1,2535,40087
4.506101846694946,-169,1,2535,40087
4.517163991928101,-169,1,2535,40087
4.52874493598938,-169,1,2535,40087
4.541791915893555,-361,1,5415,40448
4.554414987564087,-361,1,5415,40448
4.567831039428711,-361,1,5415,40448
4.578629016876221,-361,1,5415,40448
4.590482950210571,-364,1,5460,40812
4.603919982910156,-364,1,5460,40812
4.618052005767822,-364,1,5460,40812
4.631957054138184,-228,1,3420,41040
4.64454984664917,-228,1,3420,41040
4.658859014511108,-228,1,3420,41040
4.6714699268341064,-228,1,3420,41040
4.6832358837127686,-94,1,1410,41134
4.6955790519714355,-94,1,1410,41134
4.70763087272644,-94,1,1410,41134
4.718631982803345,-94,1,1410,41134
4.729830026626587,-94,1,1410,41134
4.743818998336792,-21,1,315,41155
4.757462024688721,-21,1,315,41155
4.7684550285339355,-21,1,315,41155
4.78057599067688,43,-1,645,41155
4.793913841247559,43,-1,645,41112
4.806010007858276,43,-1,645,41112
4.8176109790802,43,-1,645,41112
4.829272031784058,43,-1,645,41112
4.8426549434661865,820,-1,12300,40292
4.856093883514404,820,-1,12300,40292
4.867307901382446,820,-1,12300,40292
4.878874063491821,820,-1,12300,40292
4.892704010009766,2278,-1,34170,38014
4.904530048370361,2278,-1,34170,38014
4.916873931884766,2278,-1,34170,38014
4.928817987442017,2278,-1,34170,38014
4.942625045776367,4196,-1,60000,33818
4.956081867218018,4196,-1,60000,33818
4.9685609340667725,4196,-1,60000,33818
4.980236053466797,1153,-1,17295,33818
4.991771936416626,1153,-1,17295,32665
5.003386974334717,1153,-1,17295,32665
5.015017032623291,1153,-1,17295,32665
5.02721905708313,1153,-1,17295,32665
5.041090965270996,4794,-1,60000,27871
5.052485942840576,4794,-1,60000,27871
5.0659120082855225,4794,-1,60000,27871
5.078842878341675,4794,-1,60000,27871
5.092525959014893,900,-1,13500,26971
5.1060950756073,900,-1,13500,26971
5.119487047195435,900,-1,13500,26971
5.132964849472046,1618,-1,24270,25353
5.1448140144348145,1618,-1,24270,25353
5.158366918563843,1618,-1,24270,25353
5.1706459522247314,1618,-1,24270,25353
5.181868076324463,1175,-1,17625,24178
5.1946940422058105,1175,-1,17625,24178
5.2083399295806885,1175,-1,17625,24178
5.219711065292358,1175,-1,17625,24178
5.231042861938477,778,-1,11670,23400
5.24226188659668,778,-1,11670,23400
5.253468990325928,778,-1,11670,23400
5.266887903213501,778,-1,11670,23400
5.2799530029296875,434,-1,6510,23400
5.2937798500061035,434,-1,6510,22966
5.305494070053101,434,-1,6510,22966
5.3175718784332275,434,-1,6510,22966
5.329020023345947,434,-1,6510,22966
5.3403639793396,473,-1,7095,22493
5.351959943771362,473,-1,7095,22493
5.363580942153931,473,-1,7095,22493
5.374892950057983,473,-1,7095,22493
5.386992931365967,302,-1,4530,22191
5.400078058242798,302,-1,4530,22191
5.4115989208221436,302,-1,4530,22191
5.425160884857178,302,-1,4530,22191
5.436720848083496,21,-1,315,22170
5.4504759311676025,21,-1,315,22170
5.462378978729248,21,-1,315,22170
5.474932909011841,21,-1,315,22170
5.486522912979126,3,-1,45,22167
5.500006914138794,3,-1,45,22167
5.511669874191284,3,-1,45,22167
5.525301933288574,3,-1,45,22167
5.537452936172485,4,-1,60,22163
5.550919055938721,4,-1,60,22163
5.5629119873046875,4,-1,60,22163
5.576190948486328,4,-1,60,22163
5.587195873260498,-2,1,30,22165
5.598329067230225,-2,1,30,22165
5.611552000045776,-2,1,30,22165
5.623192071914673,-2,1,30,22165
5.634839057922363,-3,1,45,22168
5.64630389213562,-3,1,45,22168
5.659060001373291,-3,1,45,22168
5.672508001327515,-3,1,45,22168
5.685319900512695,8,-1,120,22160
5.696866989135742,8,-1,120,22160
5.708477973937988,8,-1,120,22160
5.721415042877197,8,-1,120,22160
5.735285997390747,-5,1,75,22165
5.7465739250183105,-5,1,75,22165
5.759427070617676,-5,1,75,22165
5.772964000701904,-5,1,75,22165
5.784342050552368,3,-1,45,22162
5.795624017715454,3,-1,45,22162
5.809566020965576,3,-1,45,22162
5.822214841842651,3,-1,45,22162
5.834594964981079,1,-1,15,22161
5.8471360206604,1,-1,15,22161
5.859009027481079,1,-1,15,22161
5.871309041976929,1,-1,15,22161
5.884492874145508,-3,1,45,22164
5.897382020950317,-3,1,45,22164
5.9089930057525635,-3,1,45,22164
5.920580863952637,-3,1,45,22164
5.933824062347412,1,-1,15,22163
5.945891857147217,1,-1,15,22163
5.959848880767822,1,-1,15,22163
5.971740961074829,1,-1,15,22163
5.982691049575806,3,-1,45,22160
5.995245933532715,3,-1,45,22160
6.008930921554565,3,-1,45,22160
6.021596908569336,3,-1,45,22160
6.0338239669799805,-3,1,45,22163
6.045973062515259,-3,1,45,22163
6.059197902679443,-3,1,45,22163
6.071819067001343,-3,1,45,22163
6.083150863647461,1,-1,15,22162
6.095200061798096,1,-1,15,22162
6.1063408851623535,1,-1,15,22162
6.118000030517578,1,-1,15,22162
6.129591941833496,0,-1,0,22162
6.1411919593811035,0,-1,0,22162
